Cash,Success,831.97
UPI,Failed,3822.96
Cash,Success,2163.86
Cash,Success,1845.43
Card,Success,3407.54
Card,Success,1485.31
Card,Success,3721.33
Cash,Success,3936.58
Cash,Success,248.84
Card,Success,1255.47
Card,Success,4319.52
Cash,Success,2518.64
UPI,Success,2400.32
Cash,Success,2688.45
Cash,Success,3783.26
Card,Success,344.67
Card,Success,4347.39
Cash,Failed,3058.16
UPI,Success,2282.56
UPI,Success,705.97
UPI,Success,1184.91
Cash,Failed,2462.61
UPI,Refunded,2287.91
Card,Success,1701.69
Cash,Success,4584.39
Card,Success,2154.93
Cash,Success,1236.92
Card,Success,1319.7
Cash,Success,4021.13
Card,Success,4992.9
UPI,Success,1151.79
Card,Success,1644.39
UPI,Success,863.75
Card,Success,4802.69
Card,Success,704.64
Card,Success,4975.65
Cash,Success,1782.25
Card,Success,3773.06
Cash,Success,3869.8
UPI,Success,4480.86
Card,Success,893.93
Card,Success,168.27
Card,Success,1080.02
Card,Failed,4937.88
Card,Success,357.41
Cash,Success,1493.77
UPI,Success,1231.18
UPI,Success,1723.66
Card,Success,4749.34
UPI,Success,2693.63
UPI,Success,2216.23
UPI,Success,411.64
Cash,Success,595.17
UPI,Success,453.65
Card,Success,4650.22
UPI,Success,4949.1
Card,Success,4436.12
Cash,Success,4203.18
UPI,Success,4818.71
Card,Failed,4510.08
Cash,Success,4301.76
Cash,Success,2990.79
Cash,Success,4950.29
UPI,Failed,2269.58
UPI,Success,4190.31
Card,Success,1984.54
UPI,Refunded,4657.09
Cash,Success,373.4
Card,Success,2488.93
UPI,Refunded,1786.06
Card,Success,1513.13
UPI,Success,1949.13
Card,Success,283.0
UPI,Success,2127.16
Card,Success,1938.98
Card,Success,1525.51
Card,Success,637.52
UPI,Success,2465.86
Card,Success,3522.82
Card,Success,4157.04
Cash,Success,843.99
Cash,Success,3473.45
Card,Success,406.24
Cash,Refunded,2011.39
Card,Success,3404.66
Cash,Success,3309.85
UPI,Failed,4235.39
Card,Success,1265.1
Card,Success,1678.55
Cash,Failed,3045.28
UPI,Success,247.32
Cash,Success,2466.5
Card,Success,1852.16
Cash,Refunded,3209.73
Cash,Success,2771.71
UPI,Success,2045.37
UPI,Success,985.13
Cash,Success,2846.28
Cash,Success,260.1
Cash,Success,1732.3
Card,Success,1098.52
UPI,Success,1523.99
UPI,Success,4901.09
Card,Success,402.11
UPI,Success,2702.2
Card,Success,522.52
Cash,Success,3813.35
Cash,Success,2471.15
Card,Success,487.93
Cash,Success,2324.52
UPI,Success,3002.73
UPI,Success,468.28
UPI,Success,725.48
Card,Success,1926.25
Card,Success,3749.56
Card,Success,4701.99
Cash,Success,3435.99
Card,Success,3228.58
Card,Success,2597.03
Cash,Success,1300.19
Card,Success,785.1
Card,Success,4962.88
Card,Success,3222.66
Card,Success,4719.15
Card,Success,3385.19
Card,Success,2862.92
UPI,Success,2379.68
Cash,Success,4217.11
Card,Success,4280.14
Card,Success,3129.93
Card,Failed,3547.62
Card,Success,4013.98
Card,Success,4773.85
Cash,Success,3310.14
Cash,Success,3198.68
UPI,Success,3646.24
Card,Success,1591.91
Card,Success,3585.59
UPI,Success,338.71
Cash,Success,2527.09
Cash,Success,81.82
Card,Success,4120.92
Card,Success,2346.07
Card,Success,1796.26
Card,Success,4990.36
Cash,Success,274.32
UPI,Success,4527.74
Card,Success,3237.72
Card,Success,1634.6
Cash,Success,215.76
Card,Success,3093.61
UPI,Success,1802.48
Card,Failed,4427.56
UPI,Success,2131.99
Cash,Failed,4235.34
Cash,Success,2627.41
Card,Success,4929.6
Cash,Success,1331.09
UPI,Success,676.98
Cash,Success,3645.17
Card,Failed,2596.54
Cash,Success,2010.95
Cash,Success,4059.7
UPI,Success,3496.21
UPI,Success,3773.48
Cash,Success,4655.2
Cash,Success,2796.22
UPI,Success,3748.36
UPI,Success,3391.06
UPI,Success,2508.37
UPI,Refunded,3551.88
Card,Success,157.33
Cash,Success,3790.73
Card,Refunded,3243.08
Cash,Success,1866.1
UPI,Success,2916.64
Card,Success,1635.9
Card,Success,223.23
Cash,Success,4806.73
UPI,Failed,4113.15
UPI,Success,4752.64
Card,Success,2278.24
Cash,Success,1813.67
Card,Refunded,1366.25
Card,Success,3125.02
Card,Success,545.29
UPI,Success,2997.08
Cash,Failed,611.8
Cash,Success,4058.63
UPI,Success,1128.63
Cash,Failed,2590.08
Cash,Refunded,2928.07
UPI,Success,3107.71
UPI,Failed,100.21
Card,Success,4732.47
UPI,Success,120.6
Card,Success,117.74
Card,Success,3912.07
Cash,Success,4737.21
Card,Failed,4492.95
Cash,Success,4706.42
UPI,Success,1932.79
Card,Success,654.76
Card,Success,4532.72
Cash,Success,2484.39
Card,Failed,454.98
Cash,Success,897.46
UPI,Success,1114.55
UPI,Success,2281.28
Cash,Success,4549.52
UPI,Success,291.09
Card,Success,3118.15
Cash,Success,3596.5
Cash,Success,4940.54
Cash,Success,2990.43
Cash,Success,409.76
UPI,Success,1346.35
Card,Success,4257.79
UPI,Success,1866.52
UPI,Success,1526.93
UPI,Success,710.91
Cash,Success,1344.26
Card,Success,1746.34
Card,Success,2964.69
UPI,Success,779.39
Cash,Success,301.51
UPI,Success,1711.01
UPI,Success,4326.95
UPI,Success,4792.97
Card,Failed,3716.59
Card,Success,2378.48
UPI,Success,1663.97
Card,Success,4506.1
Cash,Failed,916.47
Cash,Success,1832.0
Cash,Failed,873.69
Card,Failed,1824.57
Cash,Success,664.22
Card,Success,2643.26
Card,Success,1263.64
UPI,Success,132.38
Card,Failed,3369.03
Card,Success,254.33
Cash,Success,3006.62
Card,Success,4614.1
UPI,Refunded,2682.43
Card,Success,4390.97
Card,Success,4135.18
Cash,Success,3677.62
Card,Failed,4430.96
UPI,Success,3563.63
UPI,Success,3338.3
Cash,Failed,1959.13
Cash,Refunded,1142.2
UPI,Success,1328.71
Card,Success,2013.11
UPI,Failed,4391.72
UPI,Success,385.64
UPI,Success,2718.33
UPI,Success,900.89
Card,Success,3157.41
UPI,Refunded,2315.92
UPI,Success,4265.98
UPI,Success,1550.62
Cash,Success,1380.9
Card,Success,4895.59
Card,Success,2798.47
Cash,Refunded,324.34
Card,Success,2108.05
Cash,Success,2977.49
Card,Refunded,3389.02
Card,Success,1549.12
Card,Success,4873.86
UPI,Success,4497.01
UPI,Success,1425.07
UPI,Success,922.21
Card,Success,4620.53
Card,Success,983.37
Cash,Success,3463.42
UPI,Success,4116.92
UPI,Success,4604.84
Card,Success,3626.33
UPI,Success,693.23
Cash,Success,4600.38
UPI,Success,2437.65
Cash,Success,4721.8
UPI,Success,3219.6
Cash,Success,1198.99
Cash,Failed,610.33
UPI,Success,892.73
Card,Success,4542.61
Card,Success,4836.36
Card,Success,4074.31
Cash,Success,3716.9
UPI,Success,1257.0
Cash,Success,778.9
UPI,Success,324.17
Cash,Success,1552.67
Card,Success,4297.85
UPI,Success,3344.72
UPI,Success,124.05
Cash,Success,3218.86
Cash,Success,769.52
Card,Success,2221.85
Card,Success,903.36
Card,Success,3233.49
Card,Failed,2447.78
UPI,Success,4381.24
Card,Success,1003.8
Card,Refunded,4213.01
UPI,Success,2827.35
UPI,Success,3762.61
Cash,Success,4076.91
Cash,Failed,4453.84
Cash,Success,242.46
Cash,Success,3040.06
Card,Refunded,416.8
UPI,Success,115.55
Card,Failed,3106.7
UPI,Success,133.93
Card,Success,4243.25
Card,Success,2809.65
Cash,Success,465.25
Card,Success,1930.95
UPI,Success,4520.71
UPI,Success,2130.57
UPI,Success,700.47
Card,Failed,3204.58
Card,Success,666.57
Card,Success,3180.43
UPI,Success,1801.65
Card,Success,4117.4
UPI,Refunded,1434.45
Card,Success,3604.93
Cash,Success,3637.2
Cash,Success,3650.75
Card,Failed,1936.32
Card,Success,1932.75
Cash,Success,105.62
Card,Success,4996.46
UPI,Success,2532.57
Cash,Success,1898.13
Cash,Success,295.91
Card,Success,1277.27
Card,Success,1239.02
Card,Success,1443.29
Cash,Success,1172.72
UPI,Failed,536.54
Cash,Success,3079.83
Cash,Refunded,208.03
Card,Success,3486.14
Card,Refunded,4645.37
Card,Success,4810.99
Cash,Success,1124.49
Cash,Success,4115.36
Card,Success,826.19
UPI,Success,2403.78
Cash,Success,1401.04
Card,Success,2209.44
Card,Success,2600.62
Cash,Success,2483.09
Card,Success,664.48
Card,Success,428.5
Card,Success,3600.3
UPI,Success,591.3
UPI,Success,1812.43
UPI,Failed,3962.44
Card,Success,2871.27
UPI,Success,3642.45
Card,Failed,3574.78
Card,Success,267.42
Cash,Success,598.81
Card,Success,1299.85
Card,Success,4698.49
Card,Failed,216.17
Cash,Success,4574.46
UPI,Success,76.92
UPI,Success,1069.11
UPI,Success,3513.7
UPI,Success,2893.21
Cash,Success,3601.02
Card,Success,4932.46
UPI,Success,1374.8
UPI,Success,2724.5
Cash,Success,2436.23
UPI,Failed,4754.57
Cash,Success,1041.34
Cash,Success,644.3
UPI,Success,2932.09
Card,Success,356.14
UPI,Success,4968.55
Cash,Success,735.91
Card,Success,3109.5
Card,Success,2292.78
Cash,Success,1677.36
UPI,Success,1782.14
Card,Success,1277.87
UPI,Success,210.94
Card,Success,2596.46
UPI,Success,2271.31
UPI,Failed,577.25
UPI,Refunded,4114.35
Cash,Success,4032.15
Cash,Success,63.02
Card,Success,605.19
Cash,Success,4380.48
Cash,Success,1652.4
Cash,Success,4953.8
Card,Success,2967.23
UPI,Success,3284.04
UPI,Failed,4161.39
Card,Success,4939.57
Cash,Refunded,2787.17
UPI,Success,4856.08
Cash,Success,2081.02
Card,Success,3951.2
Card,Failed,1821.13
UPI,Success,2402.1
Card,Success,2132.11
UPI,Success,68.2
UPI,Success,398.67
Card,Success,4253.31
Cash,Failed,2788.84
UPI,Success,2893.18
Cash,Success,4685.39
UPI,Success,1704.2
Cash,Success,1481.73
Cash,Success,269.8
Card,Success,1237.47
Card,Success,521.61
Cash,Success,4492.92
Card,Success,4605.55
Cash,Success,631.89
Cash,Failed,2604.37
Card,Success,2250.36
UPI,Success,551.37
Cash,Failed,2141.45
Cash,Success,2888.01
Card,Failed,86.44
Card,Refunded,3454.95
UPI,Success,3762.04
UPI,Success,4237.37
UPI,Success,343.84
Card,Success,2543.3
Cash,Failed,1922.99
UPI,Success,3863.85
Cash,Success,4305.07
Card,Success,1360.78
UPI,Success,226.46
UPI,Failed,1551.66
Card,Success,1784.31
Cash,Success,3558.83
Card,Success,4376.86
UPI,Success,2963.3
Cash,Success,1303.98
Card,Success,1562.66
Card,Success,4655.62
Card,Refunded,2740.73
Card,Failed,1833.11
UPI,Success,2349.77
Card,Success,1335.99
UPI,Success,431.15
Cash,Success,3528.53
Cash,Success,3060.68
Card,Success,2524.46
UPI,Success,2707.32
UPI,Success,303.94
UPI,Success,3990.78
Cash,Success,2751.9
Card,Success,2859.34
Cash,Success,506.99
Card,Failed,1813.71
UPI,Success,1499.39
Card,Failed,2149.82
Cash,Success,3288.48
UPI,Success,3862.22
Card,Success,111.56
UPI,Success,1370.96
UPI,Success,1657.91
Card,Success,2779.85
Card,Success,1059.43
Card,Success,3168.37
Cash,Success,1346.68
Card,Success,991.51
Cash,Success,1546.15
UPI,Success,111.23
Cash,Success,1881.55
Card,Success,4456.14
Card,Success,669.25
Cash,Success,3416.89
UPI,Success,2013.08
Cash,Success,4318.05
Card,Success,846.32
UPI,Success,1263.42
Card,Refunded,3521.73
UPI,Success,1280.78
Cash,Success,4930.19
Cash,Success,4066.67
Cash,Failed,4410.13
Cash,Failed,4871.45
Card,Success,2552.92
UPI,Success,859.38
Cash,Success,1862.16
Cash,Success,256.32
Card,Success,3552.29
UPI,Failed,4003.74
Cash,Success,2055.43
Cash,Success,2864.78
UPI,Success,4349.2
Card,Refunded,4269.92
UPI,Success,2431.88
UPI,Refunded,3396.16
Cash,Success,2990.86
Cash,Success,968.19
UPI,Success,925.1
Card,Success,3988.61
Cash,Success,4129.61
Cash,Success,4283.28
UPI,Success,3082.71
Cash,Success,1792.97
Card,Success,1264.98
Card,Success,1722.88
Cash,Refunded,1451.83
Cash,Success,755.46
UPI,Success,4929.91
Card,Success,634.5
Card,Refunded,4973.88
UPI,Success,2535.9
Cash,Success,4575.35
Cash,Refunded,3793.46
UPI,Refunded,611.57
Card,Success,3584.29
UPI,Success,1077.07
Card,Success,2138.53
UPI,Success,732.07
UPI,Success,4672.41
UPI,Success,495.34
Cash,Success,3374.14
UPI,Failed,3764.34
Card,Success,3447.6
Cash,Success,1021.07
Card,Success,1088.02
UPI,Success,1878.69
UPI,Success,4082.5
Cash,Success,1456.55
UPI,Success,2103.56
UPI,Success,1166.31
Cash,Success,2512.13
Cash,Failed,1331.48
Cash,Success,3000.49
Cash,Success,3221.36
UPI,Failed,2402.46
Cash,Success,4005.91
Cash,Success,3190.24
UPI,Success,4345.41
UPI,Failed,4456.15
Card,Success,3586.23
UPI,Success,4490.34
Card,Success,1500.71
Card,Failed,2460.13
Cash,Success,1257.0
UPI,Success,2938.41
UPI,Success,1616.04
Card,Success,725.37
Card,Success,1921.36
Card,Success,2272.24
Card,Success,607.39
UPI,Success,3746.81
UPI,Success,706.39
Card,Success,2288.14
Card,Failed,2890.82
Card,Success,352.57
UPI,Success,3516.14
UPI,Success,571.62
UPI,Success,3482.03
Card,Success,3449.25
Card,Success,4753.52
UPI,Success,3971.06
UPI,Success,1031.95
Cash,Success,4511.27
UPI,Success,3057.63
Card,Success,4119.05
Card,Success,69.75
UPI,Success,2937.31
Card,Success,1323.89
Card,Success,2314.97
Card,Success,3570.97
Card,Success,1554.63
UPI,Success,1767.02
UPI,Success,1567.17
UPI,Success,4247.99
UPI,Failed,208.7
UPI,Success,3874.13
UPI,Success,397.41
Card,Success,704.34
Cash,Success,4045.66
Card,Success,2458.61
Cash,Refunded,1330.25
Cash,Success,1516.48
Cash,Success,3675.32
Cash,Success,3130.27
Cash,Success,4389.43
UPI,Success,2116.48
UPI,Success,2296.53
UPI,Failed,222.44
Card,Success,2707.44
Card,Failed,2518.99
Card,Failed,359.42
Card,Success,4761.34
UPI,Success,3941.72
Card,Success,3497.44
UPI,Success,4685.4
UPI,Failed,1857.28
Card,Success,1365.09
Cash,Success,4050.27
Cash,Success,2656.65
UPI,Refunded,273.17
Cash,Success,3706.31
Card,Success,4652.17
UPI,Success,768.68
Cash,Success,2704.96
Card,Success,1887.36
UPI,Success,4156.64
Cash,Success,1919.09
Card,Success,562.11
Cash,Failed,3859.35
UPI,Success,565.81
Cash,Success,2749.56
Cash,Failed,304.33
Cash,Success,307.94
UPI,Success,224.42
Card,Success,444.33
UPI,Success,1662.44
UPI,Success,770.72
UPI,Success,485.41
UPI,Success,1626.99
UPI,Success,4722.87
Cash,Success,3846.39
Card,Success,3734.55
Card,Success,677.77
Cash,Success,3651.63
Cash,Success,109.06
UPI,Success,3116.16
Card,Success,1432.68
Card,Success,3018.44
Cash,Success,2286.51
UPI,Success,2372.41
Card,Success,312.77
UPI,Success,702.5
UPI,Success,1407.36
Cash,Success,2893.79
Cash,Success,1507.33
Cash,Success,1315.8
UPI,Success,4953.99
UPI,Success,4265.35
UPI,Success,70.63
Cash,Success,1756.92
Card,Success,769.47
Cash,Refunded,4890.82
UPI,Success,2217.5
Cash,Success,2505.91
UPI,Success,844.81
Card,Success,1026.16
UPI,Success,1615.23
Card,Success,807.66
Card,Success,2111.51
Card,Failed,372.42
UPI,Success,611.07
Cash,Failed,2840.63
Card,Success,3729.8
Card,Success,3410.28
Card,Success,3811.76
Cash,Success,3477.29
UPI,Success,4435.43
Card,Success,1419.44
Card,Success,1595.1
Card,Success,3281.32
Card,Failed,4396.25
Cash,Success,3507.68
Card,Failed,221.61
Card,Success,4093.47
Cash,Success,152.82
UPI,Success,4883.9
Cash,Success,4880.02
Cash,Refunded,219.4
UPI,Success,1792.92
UPI,Failed,234.4
Cash,Refunded,168.08
UPI,Success,814.49
Card,Success,3332.17
Cash,Success,4809.38
Cash,Success,4496.69
Cash,Success,4565.82
UPI,Success,1197.58
Card,Success,3293.09
UPI,Success,4204.54
UPI,Success,394.43
UPI,Failed,752.69
UPI,Success,2365.41
Card,Success,2857.07
Card,Success,3664.16
Card,Success,4010.42
UPI,Success,1710.3
