restaurant_id,item_name,category,price
27,Cheesecake,Dessert,14.77
1,Biryani,Main Course,7.11
44,Ice Cream,Dessert,6.26
61,Biryani,Main Course,26.26
59,Coke,Beverage,23.99
75,Mango Shake,Beverage,24.98
42,Butter Chicken,Main Course,8.51
6,Pepperoni Pizza,Pizza,14.05
96,Veg Burger,Burger,29.81
59,Brownie,Dessert,28.23
87,Brownie,Dessert,16.3
43,Mango Shake,Beverage,10.05
11,Farmhouse Pizza,Pizza,18.24
40,Chicken Burger,Burger,18.31
45,Farmhouse Pizza,Pizza,28.7
22,Ice Cream,Dessert,8.53
91,Fried Rice,Main Course,29.62
63,Gulab Jamun,Dessert,3.22
17,Veg Supreme,Pizza,23.74
93,Ice Cream,Dessert,9.51
37,Veg Supreme,Pizza,15.19
86,Biryani,Main Course,25.5
50,Gulab Jamun,Dessert,13.81
68,Paneer Burger,Burger,23.58
100,Fried Rice,Main Course,14.36
57,Butter Chicken,Main Course,20.59
41,Margherita Pizza,Pizza,17.64
57,Paneer Burger,Burger,8.24
18,Mango Shake,Beverage,8.55
81,Paneer Butter Masala,Main Course,18.16
96,Ice Cream,Dessert,20.2
15,Paneer Butter Masala,Main Course,24.47
37,Pepperoni Pizza,Pizza,5.45
16,Pepperoni Pizza,Pizza,3.66
33,Biryani,Main Course,14.27
39,Cheese Burger,Burger,29.77
37,Lemonade,Beverage,4.33
41,Coke,Beverage,16.43
91,Farmhouse Pizza,Pizza,5.1
48,Cheese Burger,Burger,28.5
25,Brownie,Dessert,10.67
20,Coke,Beverage,3.73
35,Cold Coffee,Beverage,19.32
32,Butter Chicken,Main Course,19.6
21,Cheese Burger,Burger,22.84
23,Fried Rice,Main Course,6.17
94,Pepperoni Pizza,Pizza,17.03
45,Fried Rice,Main Course,22.9
6,Cheese Burger,Burger,27.73
91,Coke,Beverage,10.69
51,Veg Burger,Burger,29.7
16,Margherita Pizza,Pizza,7.06
50,Butter Chicken,Main Course,7.74
50,Biryani,Main Course,17.64
94,Cheese Burger,Burger,19.88
37,Paneer Butter Masala,Main Course,12.13
72,Veg Burger,Burger,4.65
26,Veg Supreme,Pizza,29.31
9,Gulab Jamun,Dessert,22.28
60,Butter Chicken,Main Course,11.59
24,Farmhouse Pizza,Pizza,7.15
28,Gulab Jamun,Dessert,7.08
83,Cheesecake,Dessert,25.19
16,Biryani,Main Course,19.36
57,Cheese Burger,Burger,19.86
77,Cheese Burger,Burger,19.01
28,Margherita Pizza,Pizza,28.15
84,Lemonade,Beverage,19.04
87,Gulab Jamun,Dessert,19.18
79,Paneer Butter Masala,Main Course,12.46
63,Gulab Jamun,Dessert,15.17
14,Margherita Pizza,Pizza,8.25
70,Brownie,Dessert,12.47
39,Paneer Butter Masala,Main Course,26.26
98,Biryani,Main Course,10.59
66,Gulab Jamun,Dessert,23.94
34,Cold Coffee,Beverage,12.28
9,Coke,Beverage,17.92
30,Chicken Burger,Burger,21.95
72,Pepperoni Pizza,Pizza,24.06
94,Cheese Burger,Burger,8.12
62,Butter Chicken,Main Course,15.72
40,Mango Shake,Beverage,20.3
89,Veg Burger,Burger,21.19
99,Coke,Beverage,29.72
1,Fried Rice,Main Course,14.91
40,Biryani,Main Course,13.31
27,Veg Burger,Burger,10.63
22,Cheesecake,Dessert,22.79
76,Paneer Butter Masala,Main Course,18.75
46,Cheesecake,Dessert,7.66
100,Biryani,Main Course,18.73
34,Brownie,Dessert,16.92
100,Brownie,Dessert,20.71
60,Lemonade,Beverage,12.12
11,Paneer Butter Masala,Main Course,28.98
78,Veg Supreme,Pizza,25.39
5,Biryani,Main Course,16.02
89,Brownie,Dessert,19.57
84,Mango Shake,Beverage,13.18
73,Brownie,Dessert,15.11
61,Biryani,Main Course,18.73
77,Chicken Burger,Burger,22.36
27,Cheese Burger,Burger,23.73
85,Coke,Beverage,9.61
85,Cheese Burger,Burger,12.84
22,Biryani,Main Course,8.13
93,Veg Burger,Burger,13.32
100,Butter Chicken,Main Course,16.32
20,Butter Chicken,Main Course,22.64
8,Cold Coffee,Beverage,21.9
79,Margherita Pizza,Pizza,7.83
70,Margherita Pizza,Pizza,29.82
72,Cold Coffee,Beverage,7.52
87,Cheese Burger,Burger,16.49
74,Margherita Pizza,Pizza,5.77
24,Biryani,Main Course,24.77
37,Brownie,Dessert,5.85
18,Coke,Beverage,14.83
24,Veg Burger,Burger,9.25
70,Fried Rice,Main Course,13.99
60,Cheese Burger,Burger,16.94
43,Gulab Jamun,Dessert,27.18
14,Veg Burger,Burger,12.35
59,Pepperoni Pizza,Pizza,20.18
25,Veg Supreme,Pizza,28.13
55,Ice Cream,Dessert,10.03
65,Lemonade,Beverage,27.62
68,Ice Cream,Dessert,9.46
19,Ice Cream,Dessert,20.94
76,Brownie,Dessert,4.95
85,Brownie,Dessert,21.25
73,Cold Coffee,Beverage,12.37
56,Ice Cream,Dessert,29.39
97,Margherita Pizza,Pizza,25.61
29,Coke,Beverage,14.84
100,Chicken Burger,Burger,29.75
11,Brownie,Dessert,22.23
8,Biryani,Main Course,20.65
72,Mango Shake,Beverage,21.49
16,Cold Coffee,Beverage,18.63
2,Cold Coffee,Beverage,3.68
37,Biryani,Main Course,21.94
27,Veg Supreme,Pizza,27.43
85,Margherita Pizza,Pizza,21.92
58,Veg Burger,Burger,11.29
71,Farmhouse Pizza,Pizza,29.85
86,Cheese Burger,Burger,29.12
57,Farmhouse Pizza,Pizza,10.38
17,Cold Coffee,Beverage,20.89
16,Cold Coffee,Beverage,11.51
98,Gulab Jamun,Dessert,13.93
30,Veg Supreme,Pizza,17.64
91,Butter Chicken,Main Course,22.71
84,Margherita Pizza,Pizza,3.07
76,Biryani,Main Course,17.77
72,Veg Supreme,Pizza,18.2
61,Ice Cream,Dessert,8.54
88,Paneer Butter Masala,Main Course,17.94
9,Veg Supreme,Pizza,20.97
91,Pepperoni Pizza,Pizza,9.81
49,Farmhouse Pizza,Pizza,28.32
42,Paneer Burger,Burger,12.41
15,Coke,Beverage,23.93
33,Lemonade,Beverage,12.01
89,Ice Cream,Dessert,9.09
98,Pepperoni Pizza,Pizza,7.82
63,Chicken Burger,Burger,23.07
21,Margherita Pizza,Pizza,17.42
75,Ice Cream,Dessert,17.79
49,Paneer Butter Masala,Main Course,9.11
72,Butter Chicken,Main Course,17.28
75,Pepperoni Pizza,Pizza,8.77
81,Coke,Beverage,27.08
64,Gulab Jamun,Dessert,29.31
26,Ice Cream,Dessert,27.79
82,Fried Rice,Main Course,13.3
66,Lemonade,Beverage,25.78
92,Pepperoni Pizza,Pizza,22.87
47,Veg Burger,Burger,17.37
44,Cheese Burger,Burger,20.57
20,Fried Rice,Main Course,23.08
65,Gulab Jamun,Dessert,7.18
3,Coke,Beverage,5.23
74,Cheesecake,Dessert,29.64
65,Cold Coffee,Beverage,9.8
82,Paneer Burger,Burger,27.66
24,Brownie,Dessert,11.1
31,Brownie,Dessert,25.87
38,Paneer Burger,Burger,29.34
56,Butter Chicken,Main Course,15.97
61,Pepperoni Pizza,Pizza,29.25
10,Farmhouse Pizza,Pizza,14.81
60,Mango Shake,Beverage,9.89
31,Paneer Butter Masala,Main Course,19.81
99,Veg Burger,Burger,24.28
23,Veg Burger,Burger,28.18
12,Lemonade,Beverage,24.6
64,Butter Chicken,Main Course,19.8
52,Paneer Butter Masala,Main Course,22.24
58,Cheese Burger,Burger,18.94
48,Mango Shake,Beverage,21.07
4,Fried Rice,Main Course,4.98
47,Margherita Pizza,Pizza,6.85
71,Fried Rice,Main Course,12.3
7,Paneer Burger,Burger,27.35
8,Ice Cream,Dessert,25.98
56,Cheese Burger,Burger,23.89
21,Margherita Pizza,Pizza,18.53
7,Farmhouse Pizza,Pizza,21.44
96,Ice Cream,Dessert,28.14
93,Cold Coffee,Beverage,13.21
59,Veg Burger,Burger,11.89
20,Veg Burger,Burger,5.77
41,Brownie,Dessert,9.91
14,Paneer Butter Masala,Main Course,17.52
37,Pepperoni Pizza,Pizza,7.9
24,Coke,Beverage,29.78
53,Fried Rice,Main Course,27.9
74,Cold Coffee,Beverage,13.16
59,Fried Rice,Main Course,28.19
37,Ice Cream,Dessert,25.99
98,Chicken Burger,Burger,16.94
55,Pepperoni Pizza,Pizza,3.21
37,Paneer Butter Masala,Main Course,18.16
47,Cheesecake,Dessert,27.24
77,Margherita Pizza,Pizza,25.15
84,Mango Shake,Beverage,23.47
38,Butter Chicken,Main Course,25.75
18,Fried Rice,Main Course,12.85
64,Cold Coffee,Beverage,13.92
78,Veg Supreme,Pizza,16.87
81,Gulab Jamun,Dessert,16.77
67,Biryani,Main Course,18.98
3,Farmhouse Pizza,Pizza,8.96
50,Veg Burger,Burger,25.4
38,Margherita Pizza,Pizza,16.86
85,Paneer Burger,Burger,3.54
72,Gulab Jamun,Dessert,11.92
62,Chicken Burger,Burger,23.69
38,Coke,Beverage,9.81
7,Pepperoni Pizza,Pizza,20.43
11,Ice Cream,Dessert,16.26
14,Ice Cream,Dessert,16.67
69,Cold Coffee,Beverage,6.61
13,Biryani,Main Course,13.58
23,Biryani,Main Course,6.54
45,Veg Supreme,Pizza,15.82
72,Margherita Pizza,Pizza,28.3
8,Cheesecake,Dessert,18.3
11,Margherita Pizza,Pizza,19.39
12,Cold Coffee,Beverage,11.09
48,Cheesecake,Dessert,8.46
58,Mango Shake,Beverage,29.88
9,Cold Coffee,Beverage,23.5
19,Fried Rice,Main Course,5.57
86,Margherita Pizza,Pizza,18.97
97,Paneer Butter Masala,Main Course,16.91
29,Margherita Pizza,Pizza,28.29
73,Ice Cream,Dessert,23.27
11,Veg Burger,Burger,18.56
72,Margherita Pizza,Pizza,8.15
76,Cold Coffee,Beverage,18.35
94,Pepperoni Pizza,Pizza,22.6
99,Ice Cream,Dessert,3.15
46,Butter Chicken,Main Course,6.81
12,Pepperoni Pizza,Pizza,7.18
20,Pepperoni Pizza,Pizza,8.04
86,Chicken Burger,Burger,4.15
95,Butter Chicken,Main Course,6.44
86,Veg Supreme,Pizza,29.52
26,Veg Supreme,Pizza,8.56
81,Fried Rice,Main Course,13.77
31,Margherita Pizza,Pizza,11.28
74,Chicken Burger,Burger,7.98
23,Veg Supreme,Pizza,5.14
29,Coke,Beverage,16.46
70,Coke,Beverage,27.08
18,Paneer Butter Masala,Main Course,15.69
70,Brownie,Dessert,21.02
60,Cheesecake,Dessert,7.39
49,Paneer Burger,Burger,27.37
70,Cheese Burger,Burger,19.11
100,Farmhouse Pizza,Pizza,12.18
61,Brownie,Dessert,18.46
18,Veg Burger,Burger,8.97
25,Cold Coffee,Beverage,25.91
32,Pepperoni Pizza,Pizza,10.89
21,Chicken Burger,Burger,7.73
42,Fried Rice,Main Course,11.64
28,Veg Burger,Burger,20.9
55,Pepperoni Pizza,Pizza,23.61
67,Pepperoni Pizza,Pizza,20.03
68,Biryani,Main Course,16.85
99,Pepperoni Pizza,Pizza,19.48
48,Coke,Beverage,16.03
75,Ice Cream,Dessert,4.67
68,Ice Cream,Dessert,14.67
27,Brownie,Dessert,14.69
53,Chicken Burger,Burger,26.04
32,Biryani,Main Course,4.11
10,Coke,Beverage,7.57
60,Mango Shake,Beverage,7.87
81,Pepperoni Pizza,Pizza,23.98
